temperatura,amonia,idade,peso,sexo,fotoperiodo,ruido,luz,umidade,infeccoes,animais_por_gaiola,risco,linhagem
23,20,444,293,0,11,68,83,98,0,5,9,0
23,23,123,127,0,10,59,134,1,1,4,9,0
27,29,141,182,0,10,45,285,14,0,1,9,0
24,19,197,402,1,15,67,280,86,0,1,9,0
31,16,377,95,1,16,43,117,70,0,4,9,0
26,24,665,155,1,14,77,195,18,0,5,9,0
31,12,442,481,0,14,70,82,32,1,2,9,0
37,16,363,118,0,12,47,190,69,0,1,9,0
29,24,634,473,0,10,76,292,2,1,5,9,0
30,19,86,322,1,11,22,187,76,1,4,9,0
29,22,702,34,0,10,25,157,53,1,2,9,0
20,17,672,285,0,13,72,148,63,1,3,9,0
24,28,221,363,0,15,15,259,2,0,1,9,0
32,28,392,472,1,11,64,245,26,0,2,9,0
36,21,679,148,1,13,48,163,62,1,4,9,0
22,13,59,248,1,16,62,175,59,1,3,9,0
38,16,260,73,1,13,57,158,79,1,1,9,0
38,18,133,44,0,10,24,213,57,1,5,9,0
30,24,217,492,0,11,33,284,26,1,4,9,0
22,30,42,55,1,13,49,81,50,1,4,9,0
21,20,646,125,0,14,60,84,33,0,2,9,0
36,26,506,373,1,14,29,166,28,0,1,9,0
26,13,451,17,1,13,24,232,62,0,5,9,0
27,25,23,216,0,12,58,154,55,1,4,9,0
26,10,390,205,1,10,61,65,7,0,5,9,0
30,29,540,424,0,12,28,171,73,1,3,9,0
20,29,640,289,1,15,20,249,54,0,4,9,0
32,17,679,86,0,11,63,79,23,0,1,9,0
29,9,73,184,1,11,45,140,98,1,5,9,0
29,29,93,141,1,15,11,69,16,0,3,9,0
21,17,629,433,1,14,62,97,84,1,3,9,0
30,17,187,348,0,14,51,190,77,1,5,9,0
39,24,222,486,1,16,39,180,96,1,5,9,0
30,12,703,374,0,11,41,298,3,1,2,9,0
37,20,439,146,0,14,62,101,64,0,1,9,0
35,11,579,370,1,14,66,123,91,0,5,9,0
24,22,662,363,0,15,57,71,5,1,2,9,0
28,10,187,260,0,12,48,294,88,0,4,9,0
25,11,295,491,0,15,75,109,24,0,4,9,0
30,15,450,463,1,12,24,253,96,0,3,9,0
33,11,92,348,0,14,56,180,13,0,3,9,0
22,22,445,409,0,11,58,266,3,0,4,9,0
34,15,592,440,0,12,24,90,61,0,4,9,0
39,30,576,406,0,12,35,88,84,1,2,9,0
35,12,167,440,1,15,79,273,85,1,3,9,0
26,12,203,276,0,11,59,162,48,1,5,9,0
30,23,421,235,1,14,54,293,47,1,5,9,0
21,25,649,414,0,14,18,168,97,1,3,9,0
40,12,682,189,0,15,70,103,25,0,3,9,0
33,20,374,308,0,13,65,281,64,0,4,9,0
21,17,702,488,1,14,20,169,95,1,2,9,0
33,24,302,56,1,15,50,91,5,1,1,9,0
40,13,440,219,0,14,34,187,65,0,2,9,0
22,9,578,471,0,16,33,208,88,0,3,9,0
22,29,610,473,0,10,76,291,15,1,4,9,0
37,13,489,436,1,14,59,151,57,0,2,9,0
35,22,456,408,0,14,31,286,0,0,5,9,0
35,13,315,309,1,11,39,279,30,1,3,9,0
30,20,641,403,0,12,73,131,27,1,5,9,0
29,15,394,277,0,15,35,138,69,0,4,9,0
24,23,702,190,0,12,49,255,79,1,1,9,0
26,16,260,170,0,12,33,245,43,1,4,9,0
24,18,150,476,0,11,28,151,7,1,2,9,0
27,29,650,127,0,12,48,177,89,0,3,9,0
20,27,272,477,0,12,37,97,20,0,5,9,0
20,18,556,397,0,14,79,130,77,0,5,9,0
30,17,636,46,1,15,10,79,17,0,5,9,0
32,18,66,276,0,16,30,232,90,1,5,9,0
29,22,541,482,0,16,49,200,39,1,1,9,0
36,26,235,100,0,10,68,262,79,1,5,9,0
32,12,417,29,1,15,43,91,68,1,4,9,0
25,29,302,323,0,16,37,112,93,0,4,9,0
23,14,601,74,0,14,43,83,16,0,2,9,0
38,18,661,264,1,16,53,118,32,1,2,9,0
27,18,236,120,1,13,24,111,26,1,1,9,0
30,20,41,80,0,14,47,234,69,0,4,9,0
40,16,188,385,1,16,16,162,95,0,2,9,0
40,18,703,395,1,10,30,132,38,0,5,9,0
27,12,95,83,1,12,32,226,75,1,4,9,0
36,24,361,101,0,11,77,197,43,1,4,9,0
38,18,512,243,0,13,63,209,39,0,3,9,0
31,28,47,388,1,10,15,124,56,1,3,9,0
32,12,377,339,0,13,56,80,31,1,2,9,0
40,17,576,45,0,12,71,111,1,0,2,9,0
20,11,420,313,1,13,60,88,66,0,3,9,0
34,14,602,389,0,16,63,214,51,0,5,9,0
23,12,554,60,0,13,20,160,25,0,4,9,0
37,27,62,214,0,12,67,164,34,0,4,9,0
27,27,302,457,1,12,36,70,10,0,3,9,0
28,29,446,473,0,16,56,111,70,1,5,9,0
31,25,33,13,0,12,40,297,19,0,1,9,0
28,18,257,318,1,14,47,101,14,1,2,9,0
28,27,286,314,0,14,66,190,69,1,2,9,0
31,14,550,61,1,15,15,227,84,1,1,9,0
35,9,727,329,0,16,64,201,100,0,4,9,0
37,22,580,496,1,15,77,143,10,0,5,9,0
27,11,53,480,1,16,33,189,40,0,1,9,0
38,18,657,444,1,12,18,66,24,1,1,9,0
36,25,534,390,1,10,16,138,28,0,1,9,0
30,9,582,465,1,15,58,128,5,1,5,9,0
33,26,727,84,0,11,57,87,91,0,3,9,0
25,14,691,77,1,12,64,125,87,1,2,9,0
21,25,355,457,1,10,50,194,46,1,4,9,0
23,17,506,293,0,16,68,124,43,0,5,9,0
21,16,53,191,0,10,56,117,54,1,1,9,0
29,22,406,212,1,11,63,268,74,0,3,9,0
33,13,316,12,1,13,15,197,34,1,4,9,0
37,20,570,249,1,10,40,261,4,0,1,9,0
36,20,163,389,0,10,26,67,92,1,2,9,0
38,13,239,156,1,15,46,257,33,1,1,9,0
35,16,667,124,1,15,20,247,35,1,2,9,0
40,25,626,357,0,10,53,183,37,1,2,9,0
22,19,243,419,0,13,78,208,52,1,2,9,0
25,9,126,192,1,14,35,87,68,1,5,9,0
21,17,104,496,0,11,37,171,18,1,1,9,0
26,20,549,90,0,11,67,233,19,1,2,9,0
37,23,590,345,1,16,42,130,0,1,4,9,0
27,29,319,94,1,12,17,144,95,0,3,9,0
28,11,496,230,0,14,71,138,95,0,2,9,0
36,16,197,226,1,12,37,74,24,0,5,9,0
34,9,169,133,0,15,47,209,11,0,4,9,0
22,15,343,488,1,11,20,91,33,0,2,9,0
30,9,115,259,0,15,39,218,2,0,1,9,0
40,22,127,35,0,10,29,280,33,1,2,9,0
20,18,157,461,0,14,31,135,47,0,5,9,0
38,24,107,445,0,10,31,133,83,1,3,9,0
40,30,385,273,0,15,17,191,35,1,5,9,0
34,22,683,48,0,16,79,133,99,1,5,9,0
37,9,254,106,1,13,71,64,52,1,3,9,0
22,21,246,357,1,16,69,96,82,1,3,9,0
20,27,708,454,0,13,44,112,77,0,1,9,0
40,28,486,160,1,13,40,249,50,0,5,9,0
20,12,332,95,0,12,21,249,26,0,2,9,0
38,20,93,161,0,13,17,222,34,1,2,9,0
27,27,538,38,1,16,64,273,93,0,5,9,0
21,13,638,263,0,14,56,195,50,1,5,9,0
36,12,499,306,1,16,24,141,89,1,1,9,0
39,24,289,380,0,11,75,197,33,0,1,9,0
22,23,301,123,0,10,20,143,71,1,2,9,0
27,12,150,35,1,11,67,195,26,0,5,9,0
33,23,497,499,1,10,59,71,31,1,2,9,0
22,17,586,97,0,16,46,222,30,1,5,9,0
34,22,138,407,0,16,30,284,12,0,4,9,0
28,20,619,334,0,11,76,89,77,0,2,9,0
40,24,365,462,0,10,75,128,84,1,5,9,0
24,17,623,77,1,13,18,117,19,1,2,9,0
36,9,225,495,0,10,62,83,42,0,2,9,0
27,19,216,178,1,10,74,143,79,0,2,9,0
39,16,515,405,0,11,35,278,34,1,1,9,0
25,12,220,467,0,15,16,92,74,1,3,9,0
35,19,540,41,1,15,63,226,67,1,1,9,0
34,28,453,263,1,13,23,70,19,1,5,9,0
38,18,530,451,1,10,47,122,19,1,2,9,0
34,23,120,207,1,14,10,255,27,0,2,9,0
37,12,306,221,1,14,28,203,98,1,2,9,0
26,15,468,339,1,14,44,155,73,0,5,9,0
35,18,425,456,0,14,12,122,12,1,4,9,0
28,29,728,387,1,16,67,140,75,1,1,9,0
34,11,392,290,1,14,57,143,80,1,2,9,0
38,17,537,395,0,11,19,294,25,1,2,9,0
23,30,163,202,1,12,30,280,97,0,5,9,0
34,21,137,218,0,10,73,205,49,1,3,9,0
21,28,113,46,0,13,75,104,94,0,1,9,0
27,9,101,130,0,14,68,166,23,1,4,9,0
36,21,60,144,1,14,25,72,81,0,5,9,0
31,29,232,448,1,12,62,61,96,1,5,9,0
39,21,670,98,0,15,50,259,80,1,1,9,0
34,11,267,264,0,12,39,296,13,0,2,9,0
26,29,356,28,1,15,33,178,68,1,5,9,0
40,15,356,187,1,15,80,231,0,1,5,9,0
35,11,402,61,1,15,72,130,62,1,3,9,0
21,24,188,337,1,10,48,248,63,1,4,9,0
35,15,442,191,0,15,33,291,91,1,4,9,0
38,18,531,21,0,13,33,245,16,0,3,9,0
31,28,119,392,1,13,14,185,4,0,3,9,0
39,27,250,26,1,16,34,198,35,0,3,9,0
32,15,391,461,1,10,71,107,14,1,5,9,0
22,26,143,183,1,13,27,300,36,0,5,9,0
39,16,169,184,0,12,38,110,97,1,2,9,0
26,9,443,332,1,10,31,154,92,0,2,9,0
28,27,504,72,0,12,80,159,45,1,4,9,0
20,15,486,180,1,11,45,157,81,0,5,9,0
22,10,647,357,0,14,76,223,1,0,1,9,0
39,22,661,36,0,10,26,75,12,0,2,9,0
30,18,96,189,1,16,14,275,70,0,4,9,0
26,18,31,399,1,16,30,169,75,0,5,9,0
35,14,658,379,1,15,37,67,99,1,1,9,0
27,23,329,394,0,13,41,190,2,1,3,9,0
25,22,177,327,1,10,53,177,40,1,4,9,0
31,9,219,146,1,13,15,140,35,0,4,9,0
27,16,710,314,0,14,31,85,44,0,2,9,0
24,29,199,478,0,11,52,208,78,1,3,9,0
36,10,629,489,1,12,78,66,27,0,1,9,0
29,30,483,99,1,11,27,113,19,1,2,9,0
30,13,633,215,0,13,51,234,66,0,1,9,0
31,20,457,49,0,14,75,209,37,0,1,9,0
30,21,184,351,1,15,53,116,54,1,2,9,0
37,23,563,447,0,12,65,88,22,1,3,9,0
23,30,181,236,0,13,24,264,78,0,3,9,0
30,24,312,104,0,14,30,177,63,0,5,9,0
36,17,233,427,1,13,62,158,68,0,1,9,0
36,12,89,500,1,11,12,119,88,1,1,9,0
26,27,516,328,0,15,35,262,19,0,4,9,0
39,22,190,490,0,10,39,260,92,0,4,9,0
28,22,718,63,1,10,21,148,18,1,5,9,0
39,26,585,52,0,13,43,278,93,1,1,9,0
35,19,381,37,1,10,40,142,95,0,5,9,0
27,27,523,271,1,15,22,273,35,1,1,9,0
24,19,110,48,0,14,25,117,53,0,5,9,0
26,13,204,357,0,14,13,210,7,0,3,9,0
32,17,39,362,1,16,52,243,66,0,4,9,0
20,10,406,476,1,13,43,75,69,1,2,9,0
21,16,462,447,0,12,78,289,0,0,1,9,0
27,29,523,97,1,16,43,216,18,0,5,9,0
28,16,679,413,1,11,79,125,32,0,5,9,0
22,11,449,43,1,15,35,207,15,0,1,9,0
39,13,525,397,1,14,39,82,12,1,4,9,0
22,12,601,214,1,11,29,125,39,0,1,9,0
29,28,33,422,0,16,69,278,29,0,3,9,0
28,10,303,32,0,13,21,65,51,0,4,9,0
28,15,187,37,1,13,61,75,83,1,4,9,0
26,22,560,237,1,11,31,118,23,0,4,9,0
32,13,614,406,1,10,61,196,86,0,2,9,0
23,18,473,174,0,14,22,76,1,1,1,9,0
31,28,554,386,0,10,35,190,21,1,2,9,0
37,9,623,116,1,14,16,253,68,0,5,9,0
33,12,711,335,0,16,77,176,95,0,3,9,0
30,29,687,217,0,13,13,93,59,0,1,9,0
40,12,385,444,1,14,35,76,3,1,5,9,0
36,22,424,122,1,16,53,97,86,0,4,9,0
21,29,122,152,0,11,40,116,7,1,1,9,0
20,27,182,222,1,14,76,151,46,1,3,9,0
26,29,86,247,0,16,35,128,89,0,2,9,0
26,18,64,377,0,13,69,216,37,1,3,9,0
22,16,309,486,0,15,73,147,37,0,5,9,0
22,17,256,174,1,11,25,196,13,1,3,9,0
26,23,47,427,0,10,44,260,60,0,2,9,0
24,18,241,472,0,12,75,216,70,1,4,9,0
23,25,649,337,0,14,21,83,63,0,1,9,0
37,26,558,381,1,12,17,63,91,1,3,9,0
24,29,374,400,1,10,11,205,23,0,1,9,0
21,16,669,450,0,16,65,229,71,1,3,9,0
34,14,709,280,1,13,38,205,51,0,1,9,0
23,18,64,478,0,15,68,292,47,0,3,9,0
32,29,622,10,0,13,60,215,41,0,4,9,0
37,9,374,475,0,11,27,148,10,0,1,9,0
40,28,92,349,1,16,80,100,62,1,5,9,0
27,29,582,303,0,11,11,231,25,0,5,9,0
21,14,615,101,0,12,54,105,18,0,1,9,0
35,22,414,165,1,15,73,287,67,0,4,9,0
33,18,65,251,1,16,71,252,21,1,1,9,0
32,29,446,324,1,16,28,173,3,0,2,9,0
29,20,93,84,0,13,65,85,88,1,3,9,0
21,11,317,358,1,15,52,129,16,0,2,9,0
29,11,557,166,0,10,80,168,62,1,5,9,0
31,21,152,273,1,14,31,254,0,0,3,9,0
28,30,436,320,0,11,71,129,74,0,2,9,0
35,22,286,483,0,10,28,188,22,0,4,9,0
37,14,398,423,1,13,52,166,65,0,3,9,0
21,25,385,90,0,10,19,124,16,1,3,9,0
28,12,674,74,1,10,19,225,44,1,4,9,0
39,26,393,370,0,13,63,172,96,1,4,9,0
30,15,216,262,1,11,67,61,68,1,1,9,0
38,22,675,264,1,15,54,105,72,1,1,9,0
27,27,406,361,0,13,17,151,3,1,3,9,0
40,18,127,333,1,13,73,93,86,1,1,9,0
31,24,402,251,1,14,64,258,29,0,4,9,0
31,29,466,219,1,10,80,76,71,1,3,9,0
39,18,205,421,0,16,26,159,26,0,2,9,0
38,14,372,308,0,10,32,168,42,0,1,9,0
34,19,422,50,1,14,41,169,37,0,5,9,0
37,13,208,314,1,12,11,244,89,1,5,9,0
23,14,263,10,0,15,28,201,60,1,2,9,0
24,22,214,449,1,12,16,136,44,0,1,9,0
31,23,196,250,0,13,58,88,46,0,1,9,0
35,20,284,416,0,10,73,210,11,0,3,9,0
35,24,306,407,1,15,60,95,50,1,3,9,0
27,20,302,327,1,15,17,73,60,0,2,9,0
33,15,711,102,0,10,19,194,35,1,4,9,0
37,30,454,299,0,11,57,218,95,1,3,9,0
31,20,96,55,0,11,31,93,33,0,3,9,0
29,25,509,368,1,16,16,268,90,1,3,9,0
29,24,500,143,0,16,61,286,24,0,2,9,0
28,18,546,461,1,14,62,278,48,0,5,9,0
28,28,472,348,0,12,78,254,43,0,2,9,0
31,15,82,275,1,12,28,194,89,1,2,9,0
25,11,361,382,1,11,75,254,98,1,3,9,0
30,29,138,178,1,14,37,93,75,1,2,9,0
29,17,92,387,1,14,68,289,10,0,4,9,0
22,10,396,163,1,10,14,151,58,1,2,9,0
28,22,83,301,0,10,12,117,85,0,2,9,0
33,11,544,242,0,11,53,96,29,1,1,9,0
28,11,159,139,0,15,78,132,40,0,4,9,0
34,17,675,169,1,13,74,145,6,1,2,9,0
32,20,544,405,1,15,42,104,37,1,5,9,0
24,26,28,91,1,14,10,297,8,1,5,9,0
24,9,277,96,0,15,70,73,96,1,4,9,0
31,12,125,353,0,10,17,254,73,1,3,9,0
28,18,88,437,0,14,40,88,90,1,4,9,0
33,12,200,256,1,13,29,112,35,0,1,9,0
38,15,206,316,1,13,65,158,26,0,5,9,0
31,17,78,363,0,16,19,156,78,0,2,9,0
20,20,144,378,1,13,38,81,46,1,1,9,0
31,15,258,46,0,10,66,283,15,1,5,9,0
30,16,484,120,0,11,11,150,77,1,3,9,0
29,21,470,222,0,16,63,158,85,0,4,9,0
27,26,599,301,0,11,77,62,82,1,1,9,0
40,12,659,444,0,16,39,128,42,0,4,9,0
33,25,187,384,0,12,13,128,63,0,4,9,0
20,30,245,486,1,10,32,284,84,0,1,9,0
27,24,91,466,1,16,66,280,74,0,2,9,0
22,10,397,499,1,13,17,144,17,1,3,9,0
36,11,126,242,1,15,68,239,63,1,3,9,0
37,21,402,419,1,14,31,208,4,0,3,9,0
27,10,249,39,0,14,35,248,90,1,3,9,0
32,17,342,182,0,16,65,209,10,0,3,9,0
22,25,190,394,1,15,79,298,70,1,4,9,0
31,19,688,372,1,13,58,113,26,1,2,9,0
33,18,75,400,1,13,34,218,62,1,5,9,0
25,28,179,156,0,10,41,214,25,1,4,9,0
34,22,339,444,0,10,41,79,74,0,3,9,0
26,26,215,354,1,11,56,263,94,0,5,9,0
26,15,253,407,0,10,55,219,20,0,4,9,0
30,27,512,85,0,11,75,174,98,0,4,9,0
25,9,46,102,0,13,28,101,47,1,3,9,0
38,15,228,390,0,14,40,207,66,1,1,9,0
40,17,34,27,1,11,54,175,31,0,5,9,0
34,21,306,480,1,13,14,123,3,1,1,9,0
40,15,408,372,1,15,52,116,21,1,5,9,0
20,26,561,37,1,12,75,84,87,1,4,9,0
23,17,512,273,0,12,75,200,86,0,3,9,0
23,10,433,293,0,10,79,149,86,1,3,9,0
37,18,460,56,1,15,21,146,15,0,5,9,0
40,14,237,406,0,11,42,146,56,1,5,9,0
38,11,527,436,1,12,64,128,93,1,2,9,0
22,17,283,32,1,14,80,108,69,1,3,9,0
26,26,318,88,0,11,79,243,40,0,3,9,0
20,27,414,161,0,12,27,248,15,1,4,9,0
29,18,627,185,1,13,76,141,1,1,2,9,0
36,17,380,388,0,15,54,74,21,0,1,9,0
21,11,548,117,0,10,39,98,13,1,3,9,0
25,25,226,153,0,15,65,290,0,1,2,9,0
21,13,716,225,0,11,56,235,7,0,5,9,0
40,17,370,410,1,12,80,127,92,0,4,9,0
24,15,298,71,1,16,48,183,47,0,5,9,0
27,27,322,232,0,12,57,266,20,0,3,9,0
26,25,430,448,1,10,38,60,89,1,3,9,0
26,13,547,451,1,12,56,260,64,1,2,9,0
38,15,31,409,1,11,22,96,53,1,4,9,0
37,29,327,282,1,10,10,108,14,1,5,9,0
23,10,592,402,1,15,36,215,93,1,4,9,0
28,20,248,248,1,12,21,154,97,1,3,9,0
40,13,439,311,0,10,12,165,31,1,3,9,0
30,23,73,412,1,15,64,273,51,1,3,9,0
31,24,132,116,0,15,66,152,49,1,5,9,0
37,23,532,461,1,10,34,165,3,0,3,9,0
38,12,90,211,1,10,51,220,26,1,1,9,0
35,19,503,22,0,15,35,137,3,0,1,9,0
20,10,415,409,1,12,70,180,15,0,5,9,0
35,23,346,12,0,13,52,256,76,1,5,9,0
30,29,281,205,0,10,26,258,50,1,3,9,0
30,18,145,107,0,12,23,135,70,1,3,9,0
20,24,603,48,1,12,15,224,55,0,3,9,0
40,25,404,420,0,13,36,230,14,0,1,9,0
27,24,599,288,1,13,51,169,17,1,4,9,0
32,27,609,82,1,14,38,135,22,0,4,9,0
23,29,56,154,0,11,68,157,66,1,3,9,0
30,18,518,180,1,12,47,276,31,1,3,9,0
35,13,469,99,1,11,17,128,82,1,4,9,0
26,17,336,83,1,11,49,106,8,1,2,9,0
33,23,579,423,1,12,59,247,66,0,3,9,0
24,20,594,261,0,14,67,274,57,0,1,9,0
28,26,272,404,1,16,36,296,88,0,5,9,0
32,18,505,399,0,15,63,151,98,0,5,9,0
34,27,21,109,0,14,55,268,58,0,5,9,0
31,22,577,78,1,14,26,298,84,1,1,9,0
27,26,445,261,1,11,23,220,89,0,4,9,0
26,23,323,236,1,16,18,89,13,0,1,9,0
30,16,49,154,1,10,30,203,38,1,5,9,0
36,18,251,72,1,14,20,78,57,0,2,9,0
24,28,237,199,1,13,77,83,100,0,5,9,0
29,19,608,182,1,10,23,77,63,1,3,9,0
31,30,399,164,1,12,48,261,99,1,1,9,0
21,30,383,184,1,13,64,171,62,0,3,9,0
28,22,474,41,1,13,73,115,14,0,4,9,0
27,27,108,389,1,11,24,69,93,1,2,9,0
31,16,555,433,0,14,40,60,80,1,2,9,0
26,26,693,263,0,12,34,245,83,1,3,9,0
29,12,239,35,0,11,70,205,88,1,2,9,0
33,16,41,254,1,13,22,114,41,0,3,9,0
39,21,220,438,1,12,69,66,42,1,4,9,0
32,28,347,185,0,11,35,107,41,1,1,9,0
40,27,386,161,1,12,14,269,7,0,2,9,0
24,26,689,373,1,15,70,119,22,0,1,9,0
37,10,226,414,1,11,21,169,36,0,3,9,0
39,18,23,383,1,14,58,225,34,1,5,9,0
25,11,285,428,0,11,74,232,94,1,4,9,0
20,22,107,188,1,11,15,122,66,0,2,9,0
22,29,259,301,0,13,42,156,35,1,1,9,0
26,13,533,207,1,15,34,294,7,1,3,9,0
26,30,463,325,0,10,61,89,81,0,4,9,0
26,11,553,149,0,12,68,106,65,1,5,9,0
20,9,342,247,1,13,24,129,23,1,1,9,0
26,18,357,163,1,11,59,90,51,1,1,9,0
28,12,112,475,1,13,76,275,87,0,1,9,0
40,24,200,58,0,15,47,114,100,1,4,9,0
39,23,677,24,1,16,72,271,43,1,2,9,0
27,11,88,43,1,13,23,234,44,0,3,9,0
22,9,509,253,1,10,29,153,20,0,1,9,0
25,12,525,404,0,12,46,105,15,1,2,9,0
21,28,513,20,1,16,18,173,4,0,2,9,0
39,11,251,341,1,16,19,151,20,1,5,9,0
20,15,657,297,1,10,13,284,19,0,5,9,0
20,13,408,74,1,12,70,171,90,1,2,9,0
26,24,720,41,0,15,64,246,50,0,3,9,0
20,9,682,454,0,14,78,106,8,0,2,9,0
37,29,714,249,0,13,31,62,75,0,3,9,0
23,24,121,367,1,12,78,166,62,1,5,9,0
37,16,32,199,0,16,44,262,58,0,4,9,0
29,13,170,415,0,14,72,118,0,1,5,9,0
34,9,280,47,1,10,72,220,95,0,1,9,0
35,28,149,173,0,12,20,246,44,1,3,9,0
29,28,249,70,0,12,27,248,50,1,2,9,0
27,22,251,212,0,15,19,184,93,0,2,9,0
28,11,37,149,1,14,67,157,63,1,4,9,0
36,17,202,181,0,16,18,113,28,1,5,9,0
23,17,425,42,1,13,21,263,39,1,4,9,0
24,11,413,52,1,10,59,247,26,1,1,9,0
22,29,222,25,1,13,20,152,60,1,5,9,0
25,28,209,28,1,14,63,295,51,1,4,9,0
38,29,92,483,1,12,17,91,57,0,2,9,0
37,16,554,304,0,14,32,167,55,0,1,9,0
38,10,383,156,0,13,80,137,94,1,4,9,0
20,9,524,461,0,14,33,128,53,0,5,9,0
35,29,154,33,1,14,20,81,68,0,4,9,0
20,18,146,473,1,14,69,120,79,1,3,9,0
25,26,651,63,0,10,50,243,26,0,3,9,0
38,10,596,229,0,12,13,271,98,1,2,9,0
33,15,130,480,1,15,77,194,45,0,4,9,0
32,13,596,302,1,11,42,134,50,1,5,9,0
34,30,701,219,1,10,48,291,20,0,5,9,0
33,21,346,277,0,10,22,188,1,1,1,9,0
32,29,275,425,0,16,11,164,35,1,4,9,0
21,16,56,160,0,15,73,297,99,0,3,9,0
32,17,376,366,0,14,39,224,76,1,1,9,0
36,15,635,112,1,14,53,180,16,1,5,9,0
26,23,43,286,0,13,35,134,62,1,2,9,0
24,16,72,444,0,16,66,97,40,1,4,9,0
33,22,255,390,0,11,28,293,72,0,4,9,0
33,19,237,407,0,15,58,100,38,0,3,9,0
38,27,535,196,1,14,32,107,100,0,4,9,0
22,11,329,51,1,13,52,179,29,1,4,9,0
37,26,455,81,0,10,48,299,9,0,3,9,0
24,9,551,345,1,15,16,131,11,0,5,9,0
26,27,456,142,1,11,40,104,12,1,2,9,0
39,10,274,133,0,16,51,132,76,1,2,9,0
37,20,107,27,0,14,36,164,70,0,5,9,0
31,13,450,382,1,12,54,146,2,0,2,9,0
23,25,61,154,1,13,24,218,41,1,4,9,0
21,12,31,475,1,15,19,217,18,0,5,9,0
31,20,585,414,1,12,62,177,0,1,2,9,0
30,25,394,393,0,11,23,114,56,1,5,9,0
29,9,499,235,0,16,77,202,31,1,2,9,0
20,29,584,31,0,15,38,251,1,0,1,9,0
21,20,238,78,0,16,65,180,87,0,1,9,0
21,25,154,110,1,13,57,61,0,1,4,9,0
22,13,631,209,0,14,78,254,40,1,1,9,0
25,22,188,405,0,15,79,271,21,0,3,9,0
23,30,377,90,1,16,10,158,27,1,1,9,0
24,17,292,236,1,14,61,242,5,0,1,9,0
32,28,666,252,0,12,31,150,12,0,5,9,0
30,27,99,164,0,15,11,169,29,1,5,9,0
28,11,724,214,1,11,59,219,63,0,5,9,0
38,10,652,69,1,13,77,247,85,1,2,9,0
35,25,412,375,0,13,39,269,19,0,2,9,0
30,17,152,403,0,16,66,223,82,1,5,9,0
33,11,722,178,0,12,55,191,39,0,1,9,0
25,14,421,390,1,12,73,93,98,1,1,9,0
35,29,154,24,0,10,59,109,86,0,4,9,0
33,26,530,275,0,10,67,184,70,0,1,9,0
37,12,482,195,1,12,58,251,87,1,5,9,0
38,27,667,26,1,10,27,156,33,0,2,9,0
24,10,295,182,0,12,10,82,53,1,2,9,0
29,11,282,128,1,14,43,187,36,1,1,9,0
36,26,208,419,1,13,27,270,50,0,1,9,0
24,29,256,91,0,10,37,268,41,0,3,9,0
31,20,482,110,0,15,60,79,38,1,5,9,0
35,30,440,462,1,16,12,278,56,0,2,9,0
38,27,304,376,0,11,35,84,37,0,4,9,0
37,11,80,246,0,12,23,63,5,1,1,9,0
34,15,260,94,0,10,50,273,0,0,1,9,0
24,23,707,363,0,15,29,131,61,0,1,9,0
24,28,576,237,0,16,24,75,91,0,1,9,0
26,23,617,140,1,12,77,174,91,0,1,9,0
37,23,478,125,0,13,40,123,92,0,5,9,0
22,21,497,488,0,11,63,202,2,0,2,9,0
38,13,690,143,1,14,29,101,20,0,1,9,0
21,11,617,463,1,13,66,246,44,0,2,9,0
40,28,209,174,0,16,17,220,49,0,3,9,0
24,17,574,222,0,16,28,192,49,0,3,9,0
21,22,362,196,0,11,50,276,12,1,5,9,0
38,30,360,234,0,15,63,149,52,1,3,9,0
30,29,620,444,1,12,31,61,19,1,1,9,0
26,19,670,47,0,14,30,208,37,0,1,9,0
22,29,170,489,0,15,26,200,63,1,2,9,0
25,19,215,89,0,12,56,222,76,0,1,9,0
27,26,180,197,0,11,27,260,32,1,4,9,0
38,20,317,31,1,11,25,170,3,1,4,9,0
22,11,529,291,1,10,74,95,15,1,2,9,0
22,22,565,420,0,13,34,233,70,0,3,9,0
28,20,395,367,1,12,78,215,27,1,2,9,0
32,30,553,218,0,12,38,268,43,0,4,9,0
20,16,372,345,1,16,66,123,24,1,2,9,0
34,27,484,451,0,16,41,147,12,1,4,9,0
39,11,149,483,1,16,13,110,56,1,1,9,0
34,15,316,335,1,11,80,133,11,0,3,9,0
39,18,109,192,1,16,20,234,63,0,5,9,0
22,29,118,228,0,16,11,272,1,0,3,9,0
30,24,210,396,0,14,18,246,77,0,4,9,0
24,20,427,386,1,14,10,290,83,1,1,9,0
20,12,584,376,0,15,70,204,31,1,3,9,0
21,30,678,45,0,13,34,112,73,0,4,9,0
37,28,666,93,1,11,49,274,38,1,4,9,0
40,17,527,195,1,12,49,178,1,0,5,9,0
29,26,370,27,1,12,39,208,91,1,2,9,0
27,22,694,71,1,10,27,148,6,0,1,9,0
40,19,296,165,1,15,47,231,75,1,3,9,0
30,19,350,143,1,12,58,63,30,0,2,9,0
23,11,471,177,0,12,30,73,96,0,1,9,0
40,22,410,277,1,13,55,223,13,0,3,9,0
25,21,297,162,0,13,60,154,44,1,2,9,0
32,10,149,274,0,16,67,184,66,1,1,9,0
24,18,547,162,0,15,55,97,53,0,5,9,0
28,30,563,271,0,11,79,255,17,0,5,9,0
39,19,411,371,0,13,12,237,21,0,4,9,0
38,23,207,81,0,10,57,232,94,0,3,9,0
